match,date,time,home_team,away_team,goals_home,goals_away,referee,attendance,league,season,matchweek
2989,10/10/2009,13:30,Coritiba,Barueri,1,2,Péricles Bassols Pegado Cortez (RJ),15874,Serie A,2009,29
2990,12/10/2009,11:00,Náutico,Palmeiras,3,0,Wagner Tardelli Azevedo,17027,Serie A,2009,29
2991,12/10/2009,11:00,Goiás,Sport,1,1,Jailson Macedo Freitas (BA),9621,Serie A,2009,29
2992,12/10/2009,11:00,Santos,Vitória,0,0,Wagner Reway,23673,Serie A,2009,29
2993,12/10/2009,11:00,Atlético-MG,Cruzeiro,0,1,Salvio Fagundes Filho,45959,Serie A,2009,29
2994,12/10/2009,11:00,Botafogo,Avaí,2,2,André Luiz de Freitas Castro,33641,Serie A,2009,29
2995,17/10/2009,13:30,São Paulo,Atlético-MG,0,1,Héber Lopes,25947,Serie A,2009,30
2996,17/10/2009,13:30,Barueri,Santos,0,0,Marcelo de Lima Henrique  (RJ),3684,Serie A,2009,30
2997,17/10/2009,13:30,Avaí,Goiás,2,1,Wilson Souza de Mendonça,7860,Serie A,2009,30
2998,18/10/2009,11:00,Grêmio,Coritiba,2,0,Celio Amorim,13341,Serie A,2009,30
2999,18/10/2009,11:00,Fluminense,Internacional,2,2,Wallace Nascimento Valente (ES),28138,Serie A,2009,30
3000,18/10/2009,11:00,Palmeiras,Flamengo,0,2,Sandro Ricci,26462,Serie A,2009,30
3001,18/10/2009,11:00,Sport,Corinthians,2,0,Franscisco Carlos do Nascimento,21143,Serie A,2009,30
3002,18/10/2009,13:30,Cruzeiro,Botafogo,1,0,Leonardo Gaciba da Silva,28504,Serie A,2009,30
3003,18/10/2009,13:30,Vitória,Náutico,3,1,André Luiz de Freitas Castro,11391,Serie A,2009,30
3004,18/10/2009,13:30,Atlético-PR,Santo André,3,0,Ricardo Marques Ribeiro (MG),16840,Serie A,2009,30
3005,21/10/2009,16:50,Santo André,Palmeiras,2,0,Salvio Fagundes Filho,10512,Serie A,2009,31
3006,24/10/2009,13:30,Atlético-MG,Vitória,1,0,Elmo Alves Resende Cunha (GO),57901,Serie A,2009,31
3007,24/10/2009,13:30,Náutico,Barueri,2,1,Leandro Pedro Vuaden,13249,Serie A,2009,31
3008,25/10/2009,11:00,Internacional,Grêmio,1,0,Wilson Luiz Seneme,36834,Serie A,2009,31
3009,25/10/2009,11:00,Santos,São Paulo,3,4,Carlos Simon,8735,Serie A,2009,31
3010,25/10/2009,11:00,Coritiba,Atlético-PR,3,2,Paulo César de Oliveira,32838,Serie A,2009,31
3011,25/10/2009,11:00,Goiás,Fluminense,2,2,Leonardo Gaciba da Silva,,Serie A,2009,31
3012,25/10/2009,13:30,Corinthians,Cruzeiro,0,1,Péricles Bassols Pegado Cortez (RJ),21738,Serie A,2009,31
3013,25/10/2009,13:30,Avaí,Sport,2,2,Salvio Fagundes Filho,8109,Serie A,2009,31
3014,25/10/2009,13:30,Botafogo,Flamengo,0,1,Luís Antônio Silva Santos (RJ),25192,Serie A,2009,31
3015,28/10/2009,14:30,Atlético-PR,Santos,1,1,Francisco de Assis Almeida Filho (CE),17930,Serie A,2009,32
3016,28/10/2009,14:30,Botafogo,Náutico,1,0,Leonardo Gaciba da Silva,6127,Serie A,2009,32
3017,28/10/2009,16:00,Grêmio,Avaí,3,1,Péricles Bassols Pegado Cortez (RJ),8271,Serie A,2009,32
3018,28/10/2009,16:00,Cruzeiro,Santo André,3,2,Celio Amorim,19567,Serie A,2009,32
3019,28/10/2009,16:50,São Paulo,Internacional,1,0,Sandro Ricci,34203,Serie A,2009,32
3020,28/10/2009,16:50,Barueri,Flamengo,2,0,Héber Lopes,10354,Serie A,2009,32
3021,28/10/2009,16:50,Vitória,Corinthians,0,1,Márcio Chagas da Silva,21681,Serie A,2009,32
3022,29/10/2009,16:00,Palmeiras,Goiás,4,0,Marcelo de Lima Henrique  (RJ),18070,Serie A,2009,32
3023,29/10/2009,16:00,Fluminense,Atlético-MG,2,1,André Luiz de Freitas Castro,12037,Serie A,2009,32
3024,29/10/2009,16:00,Sport,Coritiba,1,1,Wallace Nascimento Valente (ES),20068,Serie A,2009,32
3025,31/10/2009,13:30,São Paulo,Barueri,1,0,Wilson Luiz Seneme,39636,Serie A,2009,33
3026,31/10/2009,13:30,Flamengo,Santos,1,0,Nielson Nogueira Dias,77063,Serie A,2009,33
3027,31/10/2009,13:30,Avaí,Atlético-PR,2,0,Renato Cardoso da Conceição,7246,Serie A,2009,33
3028,01/11/2009,11:00,Internacional,Botafogo,0,1,Elmo Alves Resende Cunha (GO),16932,Serie A,2009,33
3029,01/11/2009,11:00,Palmeiras,Corinthians,2,2,Héber Lopes,18752,Serie A,2009,33
3030,01/11/2009,11:00,Goiás,Atlético-MG,2,3,Rodrigo Nunes de Sá,8748,Serie A,2009,33
3031,01/11/2009,11:00,Coritiba,Vitória,1,0,Paulo Henrique de Godoy Bezerra (SC),11808,Serie A,2009,33
3032,01/11/2009,13:30,Náutico,Sport,3,2,Salvio Fagundes Filho,19086,Serie A,2009,33
3033,01/11/2009,13:30,Cruzeiro,Fluminense,2,3,Sandro Ricci,49140,Serie A,2009,33
3034,01/11/2009,13:30,Santo André,Grêmio,2,0,Wagner Tardelli Azevedo,2240,Serie A,2009,33
3035,04/11/2009,16:50,Grêmio,São Paulo,1,1,Jailson Macedo Freitas (BA),11870,Serie A,2009,34
3036,07/11/2009,13:30,Vitória,Avaí,0,1,Felipe Gomes da Silva,7958,Serie A,2009,34
3037,07/11/2009,13:30,Sport,Cruzeiro,2,3,Paulo Henrique de Godoy Bezerra (SC),10357,Serie A,2009,34
3038,07/11/2009,13:30,Santos,Náutico,3,1,Wagner Tardelli Azevedo,11304,Serie A,2009,34
3039,08/11/2009,11:00,Corinthians,Santo André,2,0,Paulo César de Oliveira,16300,Serie A,2009,34
3040,08/11/2009,11:00,Atlético-MG,Flamengo,1,3,Leonardo Gaciba da Silva,63285,Serie A,2009,34
3041,08/11/2009,11:00,Fluminense,Palmeiras,1,0,Carlos Simon,66884,Serie A,2009,34
3042,08/11/2009,13:30,Atlético-PR,Goiás,2,0,Salvio Fagundes Filho,15591,Serie A,2009,34
3043,08/11/2009,13:30,Botafogo,Coritiba,2,0,Wilton Sampaio,12426,Serie A,2009,34
3044,08/11/2009,13:30,Barueri,Internacional,1,1,Edivaldo Elias da Silva,2789,Serie A,2009,34
3045,11/11/2009,16:50,Palmeiras,Sport,2,2,Elmo Alves Resende Cunha (GO),17138,Serie A,2009,35
3046,14/11/2009,14:30,Coritiba,Atlético-MG,2,1,Paulo César de Oliveira,17825,Serie A,2009,35
3047,14/11/2009,14:30,São Paulo,Vitória,2,0,Leandro Pedro Vuaden,53204,Serie A,2009,35
3048,14/11/2009,14:30,Cruzeiro,Grêmio,1,1,Marcelo de Lima Henrique  (RJ),51534,Serie A,2009,35
3049,15/11/2009,12:00,Avaí,Corinthians,3,1,Francisco de Assis Almeida Filho (CE),15348,Serie A,2009,35
3050,15/11/2009,12:00,Barueri,Botafogo,3,0,Jailson Macedo Freitas (BA),3432,Serie A,2009,35
3051,15/11/2009,12:00,Náutico,Flamengo,0,2,Sandro Ricci,19798,Serie A,2009,35
3052,15/11/2009,14:30,Fluminense,Atlético-PR,2,1,Salvio Fagundes Filho,52511,Serie A,2009,35
3053,15/11/2009,14:30,Goiás,Santo André,3,1,Péricles Bassols Pegado Cortez (RJ),1919,Serie A,2009,35
3054,15/11/2009,14:30,Internacional,Santos,3,1,Arilson Bispo da Anunciação,15158,Serie A,2009,35
3055,18/11/2009,16:50,Grêmio,Palmeiras,2,0,Héber Lopes,12233,Serie A,2009,36
3056,21/11/2009,14:30,Corinthians,Náutico,2,3,Alício Pena Junior,14124,Serie A,2009,36
3057,21/11/2009,14:30,Atlético-PR,Cruzeiro,1,1,Paulo César de Oliveira,17686,Serie A,2009,36
3058,22/11/2009,12:00,Sport,Fluminense,0,3,Wilson Luiz Seneme,8843,Serie A,2009,36
3059,22/11/2009,12:00,Santos,Coritiba,4,0,Ricardo Marques Ribeiro (MG),3942,Serie A,2009,36
3060,22/11/2009,12:00,Botafogo,São Paulo,3,2,Sandro Ricci,26513,Serie A,2009,36
3061,22/11/2009,12:00,Santo André,Avaí,4,2,Djalma José Beltrami Teixeira,3167,Serie A,2009,36
3062,22/11/2009,14:30,Atlético-MG,Internacional,0,1,Cleber Wellington Abade (SP),41842,Serie A,2009,36
3063,22/11/2009,14:30,Flamengo,Goiás,0,0,Leandro Pedro Vuaden,78639,Serie A,2009,36
3064,22/11/2009,14:30,Vitória,Barueri,2,1,Gutemberg de Paula Fonseca (RJ),19857,Serie A,2009,36
3065,29/11/2009,12:00,Sport,Internacional,1,2,Paulo César de Oliveira,,Serie A,2009,37
3066,29/11/2009,12:00,Corinthians,Flamengo,0,2,Evandro Rogerio Roman (PR),25591,Serie A,2009,37
3067,29/11/2009,12:00,Grêmio,Barueri,4,2,Péricles Bassols Pegado Cortez (RJ),12896,Serie A,2009,37
3068,29/11/2009,12:00,Cruzeiro,Coritiba,4,1,Salvio Fagundes Filho,27291,Serie A,2009,37
3069,29/11/2009,12:00,Palmeiras,Atlético-MG,3,1,Sandro Ricci,25412,Serie A,2009,37
3070,29/11/2009,12:00,Fluminense,Vitória,4,0,Ricardo Marques Ribeiro (MG),52408,Serie A,2009,37
3071,29/11/2009,12:00,Avaí,Santos,2,2,Leonardo Gaciba da Silva,8761,Serie A,2009,37
3072,29/11/2009,12:00,Santo André,Náutico,5,3,Leandro Pedro Vuaden,1178,Serie A,2009,37
3073,29/11/2009,12:00,Goiás,São Paulo,4,2,Héber Lopes,28574,Serie A,2009,37
3074,29/11/2009,12:00,Atlético-PR,Botafogo,2,0,Wilson Luiz Seneme,21592,Serie A,2009,37
3075,05/12/2009,14:30,Náutico,Avaí,0,1,João Alberto Gomes Duarte (RN),2830,Serie A,2009,38
3076,05/12/2009,14:30,Atlético-MG,Corinthians,0,3,Wagner Tardelli Azevedo,5769,Serie A,2009,38
3077,06/12/2009,12:00,São Paulo,Sport,4,0,Sandro Ricci,30937,Serie A,2009,38
3078,06/12/2009,12:00,Internacional,Santo André,4,1,Jailson Macedo Freitas (BA),36597,Serie A,2009,38
3079,06/12/2009,12:00,Santos,Cruzeiro,1,2,Marcelo de Lima Henrique  (RJ),6942,Serie A,2009,38
3080,06/12/2009,12:00,Flamengo,Grêmio,2,1,Héber Lopes,78639,Serie A,2009,38
3081,06/12/2009,12:00,Botafogo,Palmeiras,2,1,Leonardo Gaciba da Silva,38717,Serie A,2009,38
3082,06/12/2009,12:00,Barueri,Atlético-PR,0,0,Ricardo Marques Ribeiro (MG),1741,Serie A,2009,38
3083,06/12/2009,12:00,Vitória,Goiás,2,2,Salvio Fagundes Filho,7974,Serie A,2009,38
3084,06/12/2009,12:00,Coritiba,Fluminense,1,1,Leandro Pedro Vuaden,32630,Serie A,2009,38
3085,08/05/2010,13:30,Botafogo,Santos,3,3,Leonardo Gaciba da Silva,25634,Serie A,2010,1
3086,08/05/2010,13:30,Atlético-GO,Grêmio,0,0,Salvio Fagundes Filho,5647,Serie A,2010,1
3087,08/05/2010,13:30,Palmeiras,Vitória,1,0,Péricles Bassols Pegado Cortez (RJ),6025,Serie A,2010,1
3088,09/05/2010,11:00,Atlético-MG,Vasco da Gama,2,1,Elmo Alves Resende Cunha (GO),12790,Serie A,2010,1
3089,09/05/2010,11:00,Internacional,Cruzeiro,1,2,Wilson Luiz Seneme,11631,Serie A,2010,1
3090,09/05/2010,11:00,Corinthians,Atlético-PR,2,1,Marcelo de Lima Henrique  (RJ),9232,Serie A,2010,1
3091,09/05/2010,11:00,Flamengo,São Paulo,1,1,Leandro Pedro Vuaden,11195,Serie A,2010,1
3092,09/05/2010,13:30,Ceará,Fluminense,1,0,Paulo César de Oliveira,18340,Serie A,2010,1
3093,09/05/2010,13:30,Guarani,Goiás,1,0,Arilson Bispo da Anunciação,6205,Serie A,2010,1
3094,09/05/2010,13:30,Avaí,Barueri,6,1,Djalma José Beltrami Teixeira,6539,Serie A,2010,1
3095,15/05/2010,13:30,Fluminense,Atlético-GO,1,0,Carlos Simon,10118,Serie A,2010,2
3096,15/05/2010,13:30,Vitória,Flamengo,1,1,Paulo César de Oliveira,14852,Serie A,2010,2
3097,15/05/2010,13:30,Barueri,Atlético-MG,4,0,Paulo Henrique de Godoy Bezerra (SC),2500,Serie A,2010,2
3098,16/05/2010,11:00,Santos,Ceará,1,1,Ricardo Marques Ribeiro (MG),8999,Serie A,2010,2
3099,16/05/2010,11:00,Grêmio,Corinthians,1,2,Elmo Alves Resende Cunha (GO),14730,Serie A,2010,2
3100,16/05/2010,11:00,São Paulo,Botafogo,1,2,Sandro Ricci,11622,Serie A,2010,2
3101,16/05/2010,11:00,Goiás,Internacional,2,3,Wallace Nascimento Valente (ES),3731,Serie A,2010,2
3102,16/05/2010,13:30,Cruzeiro,Avaí,2,2,Leonardo Gaciba da Silva,8115,Serie A,2010,2
3103,16/05/2010,13:30,Atlético-PR,Guarani,2,2,Jailson Macedo Freitas (BA),12879,Serie A,2010,2
3104,16/05/2010,13:30,Vasco da Gama,Palmeiras,0,0,Wilton Sampaio,11236,Serie A,2010,2
3105,22/05/2010,13:30,Palmeiras,Grêmio,4,2,Paulo Henrique de Godoy Bezerra (SC),18365,Serie A,2010,3
3106,22/05/2010,13:30,Botafogo,Goiás,3,0,Alício Pena Junior,17135,Serie A,2010,3
3107,22/05/2010,13:30,Atlético-GO,Santos,1,2,Péricles Bassols Pegado Cortez (RJ),4669,Serie A,2010,3
3108,23/05/2010,11:00,Internacional,São Paulo,0,2,Marcelo de Lima Henrique  (RJ),25185,Serie A,2010,3
3109,23/05/2010,11:00,Ceará,Vitória,1,0,Sandro Ricci,19697,Serie A,2010,3
3110,23/05/2010,11:00,Corinthians,Fluminense,1,0,Leonardo Gaciba da Silva,28190,Serie A,2010,3
3111,23/05/2010,11:00,Atlético-MG,Atlético-PR,3,1,Salvio Fagundes Filho,13464,Serie A,2010,3
3112,23/05/2010,13:30,Flamengo,Barueri,3,1,Franscisco Carlos do Nascimento,7330,Serie A,2010,3
3113,23/05/2010,13:30,Guarani,Cruzeiro,2,2,Leandro Pedro Vuaden,8689,Serie A,2010,3
3114,23/05/2010,13:30,Avaí,Vasco da Gama,2,0,Wilson Luiz Seneme,9594,Serie A,2010,3
3115,26/05/2010,14:30,Fluminense,Flamengo,2,1,Marcelo de Lima Henrique  (RJ),18985,Serie A,2010,4
3116,26/05/2010,14:30,Vitória,Atlético-MG,4,3,Franscisco Carlos do Nascimento,6692,Serie A,2010,4
3117,26/05/2010,14:30,Grêmio,Avaí,3,0,Evandro Rogerio Roman (PR),8049,Serie A,2010,4
3118,26/05/2010,16:00,São Paulo,Palmeiras,1,0,Marcelo Aparecido Ribeiro de Souza,15522,Serie A,2010,4
3119,26/05/2010,16:50,Santos,Guarani,3,1,Wilson Luiz Seneme,5146,Serie A,2010,4
3120,26/05/2010,16:50,Barueri,Corinthians,2,2,Paulo César de Oliveira,9235,Serie A,2010,4
3121,26/05/2010,16:50,Cruzeiro,Botafogo,1,0,Jailson Macedo Freitas (BA),8561,Serie A,2010,4
3122,27/05/2010,16:00,Goiás,Ceará,0,0,Carlos Simon,2309,Serie A,2010,4
3123,27/05/2010,16:00,Vasco da Gama,Internacional,3,2,Héber Lopes,4081,Serie A,2010,4
3124,27/05/2010,16:00,Atlético-PR,Atlético-GO,2,1,Cláudio Luciano Mercante Júnior (PE),2580,Serie A,2010,4
3125,29/05/2010,13:30,Avaí,Vitória,0,0,Marcelo de Lima Henrique  (RJ),5787,Serie A,2010,5
3126,29/05/2010,13:30,Flamengo,Grêmio,1,1,Wilton Sampaio,10983,Serie A,2010,5
3127,29/05/2010,13:30,Palmeiras,Barueri,0,0,Cleber Wellington Abade (SP),4016,Serie A,2010,5
