,match,team,time,player,desc
5074,2471,a,62',Alex Mineiro,Gol de pênalti
5075,2471,h,67',Anderson Pico,Gol
5076,2473,h,43',Marques,Gol
5077,2473,h,54',Gedeon,Gol
5078,2473,a,81',Rodrigão,Gol
5079,2474,a,48',Edno,Gol
5080,2474,h,62',Hugo,Gol
5081,2474,h,70',Dagoberto,Gol
5082,2474,h,84',Éder Luís,Gol
5083,2475,a,38',Nei,Gol
5084,2475,h,52',Marquinhos,Gol
5085,2475,h,88',Ramon Menezes,Gol
5086,2476,h,13',Wagner,Gol
5087,2476,h,16',Guilherme,Gol de pênalti
5088,2476,a,22',Wellington,Gol
5089,2476,h,55',Henrique,Gol
5090,2476,h,69',Guilherme,Gol
5091,2476,a,88',Geraldo,Gol de pênalti
5092,2477,h,28',Túlio,Gol
5093,2477,h,44',Túlio,Gol
5094,2477,a,80',Ernando,Segundo cartão amarelo
5095,2478,a,19',Darío Conca,Gol
5096,2478,h,27',Jonas,Gol
5097,2478,a,36',Tartá,Segundo cartão amarelo
5098,2478,h,56',Preto,Gol
5099,2478,a,58',Washington,Cartão vermelho
5100,2478,h,86',Jonas,Gol
5101,2479,h,50',Sandro Silva,Gol
5102,2479,h,90+2',Léo Lima,Cartão vermelho
5103,2480,a,65',Maikon Leite,Gol
5104,2481,h,7',Tadeu,Gol
5105,2481,a,79',Hugo,Gol
5106,2482,a,47',Marcel,Gol
5107,2483,h,61',Carlinhos Bala,Gol
5108,2483,h,73',Luciano Henrique,Gol de pênalti
5109,2483,a,81',Beto,Gol
5110,2483,h,88',Ciro Alves,Gol
5111,2484,h,13',Edmundo,Gol
5112,2484,a,15',Jael,Gol
5113,2484,h,25',Eduardo Luiz,Gol
5114,2484,h,34',Madson,Gol
5115,2484,h,46',Wagner Diniz,Gol
5116,2484,h,51',Leandro Amaral,Gol
5117,2484,h,62',Wagner Diniz,Gol
5118,2485,a,8',Rafael Coelho,Gol
5119,2485,a,26',Rafael Coelho,Gol
5120,2485,a,49',Bruno Aguiar,Segundo cartão amarelo
5121,2485,h,50',Gilmar,Gol de pênalti
5122,2486,a,6',Nilmar,Gol
5123,2486,a,27',Nilmar,Gol
5124,2486,h,70',Somália,Gol
5125,2486,h,90+2',Maurício,Segundo cartão amarelo
5126,2487,h,42',Júlio César,Gol
5127,2487,h,49',Iarley,Gol
5128,2487,h,67',Romerito,Gol
5129,2487,h,70',Júlio César,Gol
5130,2488,a,0',Jorge Luiz,Cartão vermelho
5131,2488,h,20',André Lima,Gol
5132,2488,h,40',André Lima,Gol
5133,2488,h,69',Rogério Ceni,Gol
5134,2488,h,87',Rogério Ceni,Gol de pênalti
5135,2489,h,17',Willian Magrão,Gol
5136,2489,h,88',Reinaldo,Gol
5137,2490,a,0',Charles,Segundo cartão amarelo
5138,2490,h,57',Vandinho,Gol
5139,2490,a,66',Guilherme,Gol
5140,2490,a,69',Rômulo,Gol
5141,2491,a,12',Jorge Valdivia,Gol
5142,2491,a,81',Jorge Valdivia,Gol
5143,2491,h,90',Adeílson,Gol
5144,2492,a,14',Roger Silva,Gol
5145,2492,h,15',Marques,Gol
5146,2492,h,77',Gedeon,Gol
5147,2493,a,14',Keirrison,Gol
5148,2493,a,68',Keirrison,Gol
5149,2493,h,70',Maikon Leite,Gol
5150,2493,a,80',Keirrison,Gol
5151,2494,a,30',Lúcio Flávio,Gol de pênalti
5152,2494,a,58',Jorge Henrique,Gol
5153,2494,a,69',Túlio,Gol
5154,2495,h,3',Edixon Perea,Gol
5155,2496,a,32',João Henrique,Gol
5156,2496,a,78',Keirrison,Gol
5157,2497,h,18',Rafael Moura,Gol
5158,2497,a,65',Maurinho,Segundo cartão amarelo
5159,2497,h,81',Danilo,Gol
5160,2498,h,45',Roger Silva,Gol
5161,2498,h,57',Bruno Rodrigo,Gol-contra
5162,2499,a,48',Hugo,Gol
5163,2499,h,55',Washington,Gol de pênalti
5164,2499,h,62',Washington,Gol
5165,2499,h,83',Washington,Gol
5166,2500,h,51',Iarley,Gol
5167,2500,a,65',Léo Moura,Gol de pênalti
5168,2500,h,90+1',Iarley,Gol
5169,2501,h,2',Kléber Pereira,Gol
5170,2501,h,27',Vinícius,Gol-contra
5171,2501,a,29',Jael,Gol
5172,2501,a,50',Márcio Araújo,Gol
5173,2501,a,74',Raphael Aguiar,Gol
5174,2502,a,16',Túlio,Gol
5175,2502,a,24',Carlos Alberto,Segundo cartão amarelo
5176,2502,a,54',Thiaguinho,Gol
5177,2502,h,62',Rafael Coelho,Gol
5178,2503,h,3',Gerson Magrão,Gol
5179,2503,h,47',Gonzalo Sorondo,Gol-contra
5180,2504,h,16',Jorge Valdivia,Gol
5181,2504,h,50',Alex Mineiro,Gol
5182,2504,h,80',Sandro Silva,Gol
5183,2505,h,76',Jaílton,Gol
5184,2506,a,35',Willian Magrão,Gol
5185,2506,a,57',Tcheco,Gol de pênalti
5186,2506,a,78',Reinaldo,Gol
5187,2506,a,83',Reinaldo,Gol
5188,2507,h,2',Zé Luis,Gol
5189,2507,a,17',Iarley,Gol de pênalti
5190,2507,h,45',Rodrigo,Gol
5191,2508,h,16',Marlos,Gol
5192,2508,h,28',Keirrison,Gol
5193,2508,h,55',Keirrison,Gol
5194,2509,h,79',Zé Carlos,Gol
5195,2510,h,5',Dinei,Gol
5196,2510,h,43',Ramon Menezes,Gol
5197,2510,h,60',Leandro Domingues,Gol
5198,2510,h,69',Jackson,Gol
5199,2510,h,81',Adriano Pardal,Gol
5200,2511,h,7',Jonas,Gol
5201,2511,h,61',Edno,Gol
5202,2511,a,74',Fabrício,Gol
5203,2512,a,25',Diogo Oliveira,Gol
5204,2512,h,33',Nilmar,Gol
5205,2513,h,64',Negretti,Gol
5206,2514,a,42',Tartá,Gol
5207,2514,a,52',Fabinho,Cartão vermelho
5208,2514,h,81',Adeílson,Gol
5209,2514,h,83',Kempes,Gol
5210,2515,h,8',Danilo,Gol
5211,2515,h,36',Pedro Oldoni,Gol
5212,2515,h,51',David Ferreira,Gol
5213,2515,h,75',Pedro Oldoni,Gol
5214,2515,h,82',Pedro Oldoni,Gol
5215,2516,h,39',Charles,Gol
5216,2516,h,56',Guilherme,Gol
5217,2516,a,79',Leonardo Silva,Segundo cartão amarelo
5218,2516,h,79',Charles,Cartão vermelho
5219,2516,a,88',Ricardinho,Gol
5220,2517,h,50',Ricardinho,Gol
5221,2517,a,81',Washington,Gol
5222,2517,h,84',Wellington Amorim,Gol
5223,2518,h,9',Edixon Perea,Gol
5224,2518,a,45',Dagoberto,Cartão vermelho
5225,2518,h,45',Léo,Cartão vermelho
5226,2519,h,25',Paulo Baier,Gol
5227,2519,h,59',Paulo Henrique,Gol
5228,2519,h,71',Vítor,Gol
5229,2520,h,19',Bolívar,Gol-contra
5230,2520,h,47',Edmundo,Gol
5231,2520,h,51',Eduardo Luiz,Gol
5232,2520,h,88',Jean,Gol
5233,2521,a,7',Léo Moura,Gol
5234,2521,h,38',Kléber Pereira,Gol
5235,2521,h,51',Kléber Pereira,Gol
5236,2521,a,65',Cristian,Cartão vermelho
5237,2521,a,77',Léo Moura,Gol de pênalti
5238,2522,h,70',Fabinho Capixaba,Segundo cartão amarelo
5239,2522,h,75',Alex Mineiro,Gol
5240,2523,h,61',Dodô,Gol
5241,2524,a,56',Jorge Henrique,Gol
5242,2525,h,0',Lucas Mendes,Cartão vermelho
5243,2525,h,4',Maurício Ramos,Gol
5244,2525,h,63',Keirrison,Gol
5245,2525,h,73',João Henrique,Gol
5246,2526,h,84',Anderson Martins,Cartão vermelho
5247,2527,a,68',Camilo,Segundo cartão amarelo
5248,2527,h,79',Lúcio Flávio,Gol de pênalti
5249,2528,a,24',Pedro Oldoni,Gol
5250,2528,h,46',Hugo,Gol
5251,2528,h,68',Borges,Gol
5252,2528,h,90',André Lima,Gol
5253,2529,a,4',Alex Mineiro,Gol de pênalti
5254,2529,h,18',Índio,Gol
5255,2529,h,20',Alex,Gol
5256,2529,h,61',Índio,Gol
5257,2529,h,85',Taison,Gol
5258,2530,a,6',Washington,Gol
5259,2530,h,7',Kuki,Gol
5260,2530,a,60',Washington,Gol
5261,2530,a,85',Washington,Gol
5262,2531,a,82',Nelson Cuevas,Gol
5263,2531,h,84',Henrique,Gol
5264,2532,h,19',Dejan Petkovic,Gol de pênalti
5265,2532,a,22',Paulo Baier,Gol
5266,2533,h,27',Maxi Biancucchi,Gol
5267,2533,a,83',Souza,Gol
5268,2533,h,85',Toró,Gol
5269,2534,a,57',Alex Teixeira,Gol
5270,2535,a,2',Marcelo Batatais,Gol
5271,2535,h,15',Bruno Aguiar,Gol
5272,2535,a,39',Rodrigão,Gol
5273,2536,a,24',Roger Silva,Gol
5274,2536,h,83',Washington,Gol de pênalti
5275,2537,h,12',Ricardinho,Gol
5276,2537,a,43',Rodrigo,Gol
5277,2537,h,48',Keirrison,Gol
5278,2537,a,52',Hugo,Gol
5279,2538,h,21',Alex Mineiro,Gol de pênalti
5280,2538,h,25',Gustavo,Gol
5281,2538,h,34',Kléber,Gol
5282,2538,h,43',Alex Mineiro,Gol
5283,2538,a,68',Jonas,Gol
5284,2538,a,83',Jonas,Gol
5285,2539,h,57',Ferreira,Gol
5286,2540,a,0',Erick Flores,Segundo cartão amarelo
5287,2540,h,14',Nilmar,Gol
5288,2540,a,59',Obina,Gol
5289,2541,h,42',Kléber Pereira,Gol
5290,2541,h,79',Kléber Pereira,Gol
5291,2542,h,56',Paulo Santos,Gol
5292,2542,a,90+3',Réver,Gol
5293,2543,a,53',Wellington Paulista,Gol
5294,2543,h,89',Rodrigo Antônio,Gol
5295,2544,h,25',Serginho,Gol
5296,2544,h,45',Lenílson,Gol
5297,2544,h,55',Marques,Gol
5298,2544,h,90+1',Luis Gustavo,Gol
5299,2546,h,39',Carlos Alberto,Gol
5300,2546,a,58',Alceu,Segundo cartão amarelo
5301,2546,a,82',Adriano Alves,Gol
5302,2547,h,45+1',Iarley,Gol
5303,2547,h,58',Adriano Gabirú,Segundo cartão amarelo
5304,2547,h,75',Romerito,Gol
5305,2547,a,76',Diego Corrêa,Cartão vermelho
5306,2548,a,19',Diego Souza,Gol
5307,2548,h,59',Alan Bahia,Gol de pênalti
5308,2548,a,72',Diego Souza,Gol
5309,2549,h,58',Dutra,Gol
5310,2551,h,54',Soares,Gol
5311,2551,a,70',Alan Kardec,Gol
5312,2551,h,73',Marcel,Gol
5313,2552,h,4',Giovanny Espinoza,Gol
5314,2552,a,86',Alê,Cartão vermelho
5315,2552,a,89',Thiago Silvy,Gol
5316,2553,a,15',César Prates,Gol
5317,2553,h,65',Washington,Gol
5318,2553,h,86',Bruno Rodrigo,Segundo cartão amarelo
5319,2554,a,11',Darío Conca,Gol
5320,2554,h,25',Marcelinho Paraíba,Gol
5321,2554,a,66',Maurício,Gol
5322,2554,h,88',Kléberson,Gol
5323,2555,h,14',Romerito,Gol de pênalti
5324,2555,h,19',Iarley,Gol
5325,2555,h,32',Vítor,Gol
5326,2555,h,64',Anderson Gomes,Gol
5327,2556,h,4',Kléber Pereira,Gol
5328,2556,h,75',Kléber Pereira,Gol
5329,2557,a,18',Borges,Gol
5330,2557,h,81',Márcio Araújo,Gol
5331,2558,a,18',Ronaldo Angelim,Gol
5332,2558,a,40',Marcelinho Paraíba,Gol
5333,2558,h,50',Rafael Coelho,Gol
5334,2558,a,79',Léo Moura,Gol
5335,2558,h,90+2',Tadeu,Gol
5336,2559,h,25',Jonílson,Cartão vermelho
5337,2559,a,29',Guilherme,Gol de pênalti
5338,2559,a,36',Ramires,Gol
5339,2559,h,70',André,Gol
5340,2559,h,73',Tiago,Cartão vermelho
5341,2559,a,76',Guilherme,Gol de pênalti
5342,2560,a,26',Roger Silva,Gol
5343,2560,a,67',Roger Silva,Gol
5344,2560,a,78',Durval,Gol
5345,2561,h,88',Washington,Cartão vermelho
5346,2562,h,28',Magrão,Gol
5347,2563,a,69',Thiaguinho,Gol
5348,2564,h,78',Felipe,Gol
5349,2564,h,88',Felipe,Gol
5350,2565,h,30',Léo,Gol
5351,2565,a,48',Paulo Baier,Gol
5352,2565,a,74',Vítor,Gol
5353,2566,h,36',Ferreira,Gol
5354,2566,h,53',Luciano Mandí,Gol
5355,2566,a,60',Renan Oliveira,Gol
5356,2566,h,62',Adeílson,Gol
5357,2566,a,68',Leandro Almeida,Gol
5358,2567,h,49',Júlio César,Gol
5359,2567,h,67',Antônio Carlos,Gol
5360,2568,h,44',Dagoberto,Gol
5361,2568,h,59',Hugo,Gol
5362,2569,a,42',Diego Souza,Gol
5363,2569,a,59',Lenny,Segundo cartão amarelo
5364,2570,a,17',Clodoaldo,Gol
5365,2570,h,36',Leandro Amaral,Gol
5366,2570,h,40',Jorge Luiz,Cartão vermelho
5367,2570,a,81',Ruy Cabeção,Gol
5368,2570,h,83',Roberto Volpato,Cartão vermelho
5369,2570,a,90+1',Felipe,Gol
5370,2571,h,4',Roger Silva,Gol
5371,2571,h,29',Júnior Maranhão,Gol
5372,2571,h,52',Roger Silva,Gol
5373,2571,h,60',Wilson,Gol
5374,2571,h,67',Sandro Goiano,Gol
5375,2571,a,85',Tadeu,Cartão vermelho
5376,2572,a,29',Alex,Gol
5377,2572,a,50',Andrés D'Alessandro,Gol
5378,2572,h,58',André Luis,Gol
5379,2572,h,90+1',André Luis,Segundo cartão amarelo
5380,2573,h,45',Kléber Pereira,Gol
5381,2573,h,78',Bida,Gol
5382,2573,a,89',Romeu,Gol
5383,2574,h,9',Marcelo Cordeiro,Gol
5384,2575,h,1',Paulo Baier,Gol
5385,2575,h,3',Anderson Gomes,Gol
5386,2575,h,13',Iarley,Gol de pênalti
5387,2575,h,53',Rafael Marques,Gol
5388,2575,a,74',Pará,Gol
5389,2576,a,9',Carlinhos,Gol
5390,2576,h,31',Washington,Gol
5391,2576,h,45',Washington,Gol
5392,2576,a,57',Keirrison,Gol
5393,2576,a,71',Keirrison,Gol
5394,2577,a,17',Ruy Cabeção,Gol
5395,2577,h,42',Renan Oliveira,Gol
5396,2577,h,65',Vinícius,Gol
5397,2579,a,41',Wellington Paulista,Gol
5398,2579,h,54',Fellype Gabriel,Gol
5399,2579,h,75',Edno,Gol
5400,2579,h,83',Edno,Gol
5401,2580,a,13',Guilherme,Gol
5402,2580,h,26',Bruninho,Gol
5403,2580,a,28',Henrique,Gol
5404,2580,h,36',Ramón,Gol
5405,2580,h,58',Diogo Oliveira,Gol
5406,2580,a,68',Thiago Ribeiro,Gol
5407,2580,a,78',Guilherme,Gol
5408,2582,h,31',Alex,Gol de pênalti
5409,2583,h,25',Diego Souza,Gol
5410,2583,a,74',André,Cartão vermelho
5411,2583,h,83',Alex Mineiro,Gol
5412,2584,h,36',Marcelinho Paraíba,Gol
5413,2585,h,38',Júlio César,Gol
5414,2585,h,49',Júlio César,Gol
5415,2585,h,51',Paulo Baier,Gol
5416,2586,a,54',Roger Silva,Gol
5417,2586,h,81',Juan,Gol
5418,2586,h,89',Vandinho,Gol
5419,2588,a,55',Rafael Moura,Gol
5420,2588,h,67',Ariel Nahuelpán,Gol
5421,2590,h,80',André Dias,Gol
5422,2590,h,90+3',Jancarlos,Gol
5423,2591,h,18',Rodriguinho,Gol
5424,2591,a,54',Edmundo,Gol
5425,2591,h,59',Adeílson,Gol de pênalti
5426,2591,h,85',Pablo Escobar,Gol
5427,2592,h,4',Andrés D'Alessandro,Gol
5428,2592,a,19',Tcheco,Gol
5429,2592,h,28',Alex,Gol
5430,2592,h,40',Índio,Gol
5431,2592,h,45+1',Nilmar,Gol
5432,2592,h,45+6',Edinho,Cartão vermelho
5433,2592,a,45+6',Tcheco,Segundo cartão amarelo
5434,2593,h,58',Kléber Pereira,Gol
5435,2593,a,60',Athirson,Gol
5436,2593,a,83',Erick,Cartão vermelho
5437,2594,h,28',Carlos Alberto,Gol
5438,2594,a,62',Thiago Silva,Cartão vermelho
5439,2594,h,89',Zé Carlos,Cartão vermelho
5440,2594,a,90+1',Edcarlos,Gol
5441,2595,a,18',Vítor,Gol
5442,2595,h,36',Darío Conca,Gol
5443,2595,a,40',Frédson,Cartão vermelho
5444,2595,h,44',Maicón,Segundo cartão amarelo
5445,2595,a,62',Fernando,Segundo cartão amarelo
5446,2596,h,68',Gerson Magrão,Gol
5447,2597,h,6',Marcelo Cordeiro,Gol
5448,2597,h,8',Robert,Gol
5449,2597,a,88',Héverton,Gol
5450,2597,h,90+3',Marquinhos,Gol
5451,2598,a,30',Renato Silva,Gol
5452,2598,h,33',Douglas Costa,Gol
5453,2598,h,45+1',Léo,Cartão vermelho
5454,2598,a,45+2',Jorge Henrique,Cartão vermelho
5455,2598,h,63',Réver,Gol
5456,2599,a,4',Jean,Gol
5457,2599,h,15',Adeílson,Gol de pênalti
5458,2599,a,39',Rodrigo,Gol
5459,2599,a,78',Jorge Wagner,Gol de pênalti
5460,2600,a,31',Renan Oliveira,Gol
5461,2600,a,36',Marques,Segundo cartão amarelo
5462,2600,h,43',Leandro,Gol
5463,2600,h,63',Alex Mineiro,Gol
5464,2600,h,78',Denilson,Gol
5465,2601,a,0',David Ferreira,Segundo cartão amarelo
5466,2601,h,1',Nelson Cuevas,Gol
5467,2601,h,33',Mauricio Molina,Gol
5468,2601,h,47',Kléber Pereira,Gol de pênalti
5469,2601,h,68',Fabiano Eller,Gol
5470,2602,a,9',Maurício Ramos,Gol-contra
5471,2602,h,15',Índio,Gol-contra
5472,2602,h,52',Keirrison,Gol
5473,2602,h,64',Maurício Ramos,Gol
5474,2602,h,67',Keirrison,Gol
5475,2602,a,69',Nilmar,Gol
5476,2603,a,16',Marcelinho Paraíba,Gol de pênalti
5477,2603,a,86',Léo Moura,Gol
5478,2604,a,19',Marquinho,Gol
5479,2604,a,46',Christiano Asprilla,Gol
5480,2604,a,52',Marquinho,Gol
5481,2604,a,59',Cleiton Xavier,Gol
5482,2604,h,64',Madson,Segundo cartão amarelo
5483,2604,h,66',Leandro Amaral,Gol
5484,2604,h,88',Edmundo,Gol
5485,2605,h,37',Kássio,Gol
5486,2605,a,39',Leandro Amaral,Gol
5487,2605,a,45',Leandro Amaral,Gol
5488,2605,h,90+1',Ciro Alves,Gol
5489,2607,h,3',Richard Morales,Gol
5490,2607,a,90+2',Fabiano Eller,Segundo cartão amarelo
5491,2607,h,90+4',Soares,Gol
5492,2608,h,27',Ramires,Gol
5493,2609,a,6',Willians Santana,Gol
5494,2609,a,24',Anderson Martins,Segundo cartão amarelo
5495,2609,h,36',Leandro Zárate,Gol
5496,2609,h,65',Lúcio Flávio,Gol
5497,2609,h,71',André Luis,Gol
5498,2610,h,82',Hernanes,Gol
5499,2612,a,0',Ricardo Lopes,Segundo cartão amarelo
5500,2612,a,7',Andrezinho,Gol
5501,2612,h,36',Fahel,Gol
5502,2613,a,31',José Castillo,Gol
5503,2613,a,65',Renan Oliveira,Gol
5504,2613,a,74',Leandro Almeida,Gol
5505,2614,h,16',Antônio Carlos,Gol
5506,2614,a,21',Washington,Gol de pênalti
5507,2614,a,25',Washington,Gol de pênalti
5508,2614,a,61',Luiz Alberto,Segundo cartão amarelo
5509,2614,a,77',Washington,Gol
5510,2615,a,71',Mauricio Molina,Gol
5511,2616,h,11',Tadeu,Gol
5512,2616,a,90+3',Pablo Escobar,Gol
5513,2617,h,38',Nilmar,Gol
5514,2617,a,72',Zé Antônio,Cartão vermelho
5515,2617,h,74',Alex,Gol
5516,2617,a,78',David Ferreira,Gol
5517,2618,h,15',Rafael Granja,Gol
5518,2618,a,36',Thiago Silva,Gol
5519,2618,a,47',Washington,Gol
5520,2618,h,65',Marquinhos,Gol
5521,2619,a,42',Jonathan,Gol
5522,2619,a,90+2',Guilherme,Gol de pênalti
5523,2620,a,6',Rogério Ceni,Gol de pênalti
5524,2620,a,7',Borges,Cartão vermelho
5525,2620,h,7',Diego Souza,Cartão vermelho
5526,2620,a,44',Dagoberto,Gol
5527,2620,h,78',Kléber,Gol
5528,2620,h,80',Leandro,Gol
5529,2620,h,90',Roque Júnior,Segundo cartão amarelo
5530,2621,a,38',Romerito,Gol
5531,2621,h,56',Felipe Trevizan,Gol
5532,2622,h,55',Ediglê,Gol
5533,2622,h,90+1',Edno,Gol
5534,2623,a,43',Jorge Luiz,Gol-contra
5535,2623,a,65',Fabio Luciano,Segundo cartão amarelo
5536,2624,a,18',Gilmar,Gol
5537,2624,h,45+3',Durval,Gol
5538,2624,h,47',Roger Silva,Gol
5539,2624,a,59',Felipe,Gol
5540,2624,h,62',Roger Silva,Segundo cartão amarelo
5541,2624,a,80',Ticão,Segundo cartão amarelo
5542,2625,a,20',Edmundo,Gol
5543,2625,a,28',Alex Teixeira,Gol
5544,2625,h,32',Paulo Baier,Gol de pênalti
5545,2625,h,55',Iarley,Gol
5546,2625,a,58',Madson,Gol
5547,2625,a,62',Edmundo,Gol de pênalti
5548,2626,h,21',Léo Moura,Gol de pênalti
5549,2626,h,36',Obina,Gol
5550,2626,h,78',Ibson,Gol
5551,2626,h,79',Maxi Biancucchi,Gol
5552,2626,h,90+2',Bruno,Gol de pênalti
5553,2627,h,2',Reinaldo,Gol
5554,2628,a,14',Leonardo Silva,Gol
5555,2628,h,29',Hernanes,Gol
5556,2628,h,53',Hugo,Gol
5557,2629,a,11',Leandro Guerreiro,Gol
5558,2629,a,20',Diguinho,Gol
5559,2629,a,90',Thiaguinho,Gol
5560,2630,h,14',Carlinhos,Gol
5561,2630,h,38',Maurício,Gol-contra
5562,2630,h,42',Júnior César,Gol
5563,2631,h,6',José Castillo,Gol
5564,2631,a,50',Alex,Gol de pênalti
5565,2631,a,68',Sandro,Gol
5566,2631,h,74',Pedro Paulo,Gol
5567,2632,a,19',Thiago Heleno,Cartão vermelho
5568,2632,h,53',Rafael Moura,Gol
5569,2632,h,76',Rafael Moura,Cartão vermelho
5570,2633,h,17',Felipe,Gol
5571,2633,a,86',Héverton,Gol
5572,2634,h,38',Mauricio Molina,Gol
5573,2634,h,40',Bida,Gol
5574,2634,h,63',Rodrigo Souto,Gol
5575,2635,a,40',Renan Oliveira,Gol
5576,2635,h,54',Ricardinho,Gol
5577,2635,h,73',Maurício Ramos,Gol
5578,2636,h,14',Fellype Gabriel,Gol
5579,2636,h,54',Fellype Gabriel,Gol
5580,2637,h,28',Alex Mineiro,Gol de pênalti
5581,2638,h,85',Ângelo,Gol
5582,2638,a,90+2',Vágner,Gol
5583,2640,h,1',Wagner,Gol
5584,2640,h,53',Jonathan,Gol
5585,2640,h,66',Guilherme,Gol
5586,2641,a,61',Jean,Gol
5587,2641,h,69',Wellington Paulista,Gol
5588,2641,a,73',Hernanes,Gol
5589,2642,h,30',Fumagalli,Gol de pênalti
5590,2642,a,45',Kléber Pereira,Gol
5591,2643,h,27',Valmir,Gol
5592,2643,a,43',Julio dos Santos,Gol
5593,2643,a,61',Pedro Oldoni,Gol
5594,2643,h,87',Madson,Gol
5595,2644,a,12',Arouca,Gol
5596,2645,h,56',Ferreira,Gol
5597,2645,h,90+3',Ferreira,Gol
5598,2646,h,5',Fabio Luciano,Gol
5599,2646,a,53',Jonas,Gol
5600,2646,a,60',Athirson,Gol
5601,2646,h,83',Maxi Biancucchi,Gol
5602,2646,h,85',Obina,Cartão vermelho
5603,2646,a,86',Patrício,Cartão vermelho
5604,2647,h,44',Felipe,Gol de pênalti
5605,2647,h,74',Hamílton,Segundo cartão amarelo
5606,2647,a,83',Marco Aurélio,Cartão vermelho
5607,2647,h,83',Everaldo,Cartão vermelho
5608,2648,a,1',Kléber,Gol
5609,2648,h,46',Bruno Cardoso,Gol-contra
5610,2648,a,90',Léo Lima,Gol
5611,2649,h,2',Paulo Baier,Gol
5612,2649,h,8',Paulo Baier,Gol
5613,2649,h,16',Henrique,Gol
5614,2650,h,20',Leandro Almeida,Gol de pênalti
5615,2650,a,58',Rodrigo Sá,Cartão vermelho
5616,2650,a,62',Carlos Alberto,Gol
5617,2650,h,76',Leandro Almeida,Gol
5618,2651,h,90+1',Rafael Moura,Gol
5619,2652,h,29',Borges,Gol
5620,2652,h,52',Dagoberto,Gol
5621,2652,h,81',Hugo,Gol
5622,2653,a,72',Wagner Diniz,Gol
5623,2654,a,7',Marquinho,Gol
5624,2654,h,45+1',Reinaldo,Gol
5625,2654,h,87',Felipe Mattioni,Segundo cartão amarelo
5626,2655,a,23',Alan Bahia,Gol
5627,2655,a,64',Rafael Moura,Gol
5628,2656,h,73',Edmundo,Gol de pênalti
5629,2657,a,8',Borges,Gol
5630,2657,a,26',Borges,Gol
5631,2657,h,41',Jonas,Gol
5632,2657,h,72',Jonas,Gol
5633,2657,a,87',Zé Luis,Gol
5634,2658,h,65',Ramires,Gol
5635,2660,h,21',César Lucena,Gol
5636,2660,h,24',Roger Silva,Gol
5637,2660,a,34',Fahel,Gol
5638,2661,a,72',Tcheco,Gol
5639,2661,a,90',Jean,Cartão vermelho
5640,2662,a,77',Pedro Paulo,Gol
5641,2663,a,15',Léo Oliveira,Cartão vermelho
5642,2663,h,20',Andrezinho,Gol
5643,2663,h,27',Taison,Gol
5644,2663,h,37',Sandro,Gol
5645,2663,h,60',Guto,Gol
5646,2664,a,84',Kléberson,Gol de pênalti
5647,2664,h,90+1',Eduardo Neto,Cartão vermelho
5648,2665,h,10',José Castillo,Gol
5649,2665,h,31',Renan Oliveira,Gol
5650,2665,h,58',Leandro Almeida,Gol de pênalti
5651,2665,h,62',Leandro Almeida,Gol de pênalti
5652,2665,a,68',Madson,Gol
5653,2666,h,4',Gilmar,Gol
5654,2666,a,18',Wagner,Gol
5655,2666,h,23',Felipe,Gol de pênalti
5656,2666,h,49',Felipe,Gol
5657,2666,a,76',Guilherme,Gol de pênalti
5658,2666,h,83',Everaldo,Gol
5659,2666,h,88',Gilmar,Gol
5660,2667,h,11',Ferreira,Gol
5661,2667,h,83',Gian,Gol
5662,2667,h,90+3',Ferreira,Gol de pênalti
5663,2668,a,23',Edno,Gol
5664,2668,h,51',Washington,Gol
5665,2668,a,71',Halisson,Segundo cartão amarelo
5666,2668,h,73',Tartá,Gol
5667,2668,h,84',Romeu,Gol
5668,2669,h,8',Paulo Baier,Gol
5669,2669,h,36',Paulo Baier,Gol
5670,2669,a,70',André Luis,Cartão vermelho
5671,2669,h,72',Paulo Baier,Gol
5672,2669,a,74',Túlio,Segundo cartão amarelo
5673,2669,a,78',Lúcio Flávio,Gol de pênalti
5674,2670,h,2',Marcelinho Paraíba,Gol
5675,2670,a,12',Alex Mineiro,Gol de pênalti
5676,2670,h,20',Ibson,Gol
5677,2670,h,55',Ibson,Gol
5678,2670,a,60',Kléber,Gol
5679,2670,h,64',Ibson,Gol
5680,2670,h,69',Kléberson,Gol
5681,2671,h,8',Borges,Gol
5682,2671,h,24',Borges,Gol
5683,2671,a,43',Cleiton Xavier,Gol
5684,2671,h,72',Hugo,Gol
5685,2672,h,28',Tcheco,Gol
5686,2672,h,75',Héverton,Gol
5687,2672,a,78',Marcos Tamandaré,Cartão vermelho
5688,2672,a,90+1',Ariel Nahuelpán,Gol
5689,2673,a,32',Robert,Gol
5690,2673,h,41',Rafael Moura,Gol
5691,2673,a,53',Robert,Cartão vermelho
5692,2673,h,67',Alan Bahia,Gol
5693,2674,h,69',Michael Quiñónez,Gol
5694,2675,a,1',Felipe,Gol
5695,2675,h,3',Tadeu,Gol
5696,2675,h,9',Cleiton Xavier,Gol
5697,2675,a,15',Vágner,Gol
5698,2675,h,44',Diogo Oliveira,Gol
5699,2675,a,71',Felipe,Gol
5700,2675,h,76',Rodrigo Fabri,Cartão vermelho
5701,2675,h,82',Bruno Perone,Gol
5702,2677,h,22',Lúcio Flávio,Gol
5703,2677,a,60',Alan Bahia,Gol
5704,2677,h,64',Leandro Zárate,Gol
5705,2677,a,73',Antônio Carlos,Gol
5706,2678,h,26',Keirrison,Gol
