,match,team,time,player,desc
4442,2269,a,27',Rogério Ceni,Gol
4443,2269,a,63',Aloisio Chulapa,Gol
4444,2269,h,65',Da Silva,Gol de pênalti
4445,2270,a,6',Onildo,Gol
4446,2270,h,11',Tuta,Gol
4447,2270,h,22',Marcel,Gol
4448,2270,h,42',Diego Souza,Gol
4449,2270,a,43',Alberto Acosta,Gol
4450,2270,a,46',Júlio César,Gol
4451,2270,h,70',Marcel,Gol
4452,2271,a,42',Chicão,Gol de pênalti
4453,2271,h,45+1',Finazzi,Gol de pênalti
4454,2271,h,68',Finazzi,Gol
4455,2272,a,38',Dodô,Gol
4456,2272,h,47',Tadeu,Gol
4457,2273,h,69',Josiel,Gol
4458,2274,a,10',Gustavo,Gol
4459,2274,h,24',Leandro Amaral,Gol
4460,2274,a,33',Rodrigão,Gol
4461,2274,h,41',Darío Conca,Gol
4462,2274,a,90',Jorge Valdivia,Cartão vermelho
4463,2275,a,86',Tartá,Gol
4464,2275,a,90+2',Léo Itaperuna,Gol
4465,2276,h,15',Felipe,Gol
4466,2276,a,45',Kléber Pereira,Gol
4467,2276,a,86',Pedrinho,Gol
4468,2277,h,49',David Ferreira,Gol
4469,2277,a,63',Tcheco,Cartão vermelho
4470,2277,h,81',Michel,Gol
4471,2278,h,90',Gérson,Cartão vermelho
4472,2278,a,90',Goiano,Cartão vermelho
4473,2279,a,26',Finazzi,Gol
4474,2279,h,45',Ibson,Gol
4475,2279,h,75',Roger,Gol
4476,2280,h,8',Harison,Gol
4477,2280,a,31',Alan Kardec,Gol
4478,2280,a,41',Leandro Amaral,Gol
4479,2280,a,71',Alan Kardec,Gol
4480,2280,h,78',Wendell Lira,Gol
4481,2281,h,38',Hernanes,Gol
4482,2281,h,48',Miranda,Gol
4483,2281,h,76',Dagoberto,Gol
4484,2282,a,26',Régis,Gol
4485,2282,a,65',William Fabro,Cartão vermelho
4486,2283,a,90',Romerito,Cartão vermelho
4487,2284,h,6',Dodô,Gol
4488,2284,a,21',Guilherme,Gol
4489,2284,h,32',Túlio,Gol
4490,2284,h,44',Joílson,Gol
4491,2284,h,59',Juninho,Gol
4492,2285,h,81',Jumar,Gol
4493,2286,h,40',Sebastián Saja,Gol de pênalti
4494,2286,a,63',Fernandes,Gol
4495,2286,a,85',Otacílio Neto,Gol
4496,2287,h,42',Gabriel,Gol
4497,2287,h,82',Gabriel,Gol
4498,2287,a,84',Alberto Acosta,Gol de pênalti
4499,2288,h,3',Betão,Gol
4500,2288,a,52',Danilo,Gol
4501,2288,a,84',Alex Mineiro,Gol
4502,2288,h,90+2',Finazzi,Gol
4503,2289,a,8',Lúcio Flávio,Gol
4504,2289,h,52',Geovane,Gol
4505,2290,h,24',Renato Cajá,Gol
4506,2290,a,30',Danilo Silva,Cartão vermelho
4507,2290,h,66',Breno,Gol-contra
4508,2291,h,27',Da Silva,Gol de pênalti
4509,2291,a,48',Caio,Gol de pênalti
4510,2291,h,56',Carlinhos Bala,Gol
4511,2291,h,64',Carlinhos Bala,Gol
4512,2292,a,16',Fernandão,Gol
4513,2292,a,77',Fernandão,Gol de pênalti
4514,2292,h,90',Leandro Bonfim,Gol
4515,2293,h,26',Roni,Gol de pênalti
4516,2293,h,38',Roni,Gol
4517,2293,h,58',Charles,Gol
4518,2293,a,66',Roger,Gol
4519,2294,a,8',Marcelo,Gol-contra
4520,2294,h,51',Kléber Pereira,Gol de pênalti
4521,2294,h,75',Kléber Pereira,Gol
4522,2294,a,77',Edu,Gol
4523,2294,a,86',Marquinhos,Cartão vermelho
4524,2295,h,40',Júlio César,Gol
4525,2295,h,59',Ferreira,Gol
4526,2295,h,75',Sidny,Gol
4527,2295,h,82',Ferreira,Gol
4528,2296,h,90+2',Alex,Gol
4529,2297,h,48',Dodô,Gol
4530,2297,h,57',Juninho,Gol
4531,2297,a,65',Josiel,Gol
4532,2297,h,68',Lúcio Flávio,Gol
4533,2297,a,76',Giuliano,Gol
4534,2298,h,19',Leandro Almeida,Gol
4535,2298,a,21',Luiz Nunes,Gol
4536,2298,h,61',Thiago Feltri,Gol
4537,2298,h,78',Marinho,Gol de pênalti
4538,2298,h,90+2',Éder Luís,Gol
4539,2299,a,67',Dutra,Cartão vermelho
4540,2300,h,52',Rogério Ceni,Gol de pênalti
4541,2301,h,75',Souza,Gol
4542,2302,h,28',Paulo Baier,Gol
4543,2302,a,35',Fábio Ferreira,Gol
4544,2303,a,40',Darío Conca,Gol
4545,2303,a,52',Leandro Bonfim,Gol
4546,2303,a,60',Alan Kardec,Gol
4547,2303,h,64',Chicão,Gol
4548,2303,h,74',Peter,Gol
4549,2303,h,77',Jean Carlos,Gol
4550,2304,h,35',Rodrigão,Gol
4551,2305,a,22',Willian Magrão,Gol
4552,2305,a,66',Marcel,Gol
4553,2305,a,73',Diego Souza,Gol
4554,2306,a,16',Tiago Cavalcanti,Gol de pênalti
4555,2306,h,35',Arouca,Gol
4556,2306,h,73',Arouca,Gol
4557,2306,a,80',Romano,Gol
4558,2306,h,87',Cícero,Gol
4559,2307,h,40',Fernandão,Gol
4560,2307,h,81',Fernandão,Gol
4561,2307,a,82',Pierre,Cartão vermelho
4562,2307,a,90+1',Rodrigão,Gol
4563,2308,h,30',Jumar,Gol
4564,2308,h,71',Paulo Rodrigues,Gol
4565,2308,a,74',Kléber Pereira,Gol
4566,2308,a,81',Kléber Pereira,Gol
4567,2308,a,83',Kléber Pereira,Gol
4568,2309,a,10',Lúcio Flávio,Gol
4569,2309,a,19',Juninho,Gol
4570,2309,h,58',Aloisio Chulapa,Gol
4571,2309,h,85',Richarlyson,Gol
4572,2310,h,48',Renato Augusto,Gol
4573,2310,h,64',Juan,Gol
4574,2311,h,68',Adriano Gabirú,Gol
4575,2312,h,24',Fábio Bahia,Gol-contra
4576,2312,a,28',Harison,Gol
4577,2312,h,75',Danilinho,Gol
4578,2312,h,79',Marinho,Gol
4579,2312,h,92',Éder Luís,Gol
4580,2313,h,70',Ruy Cabeção,Gol
4581,2313,h,83',Otacílio Neto,Gol
4582,2314,a,65',Alan Kardec,Gol
4583,2315,h,31',Rodrigo Souto,Gol
4584,2315,a,32',Adriano Magrão,Gol
4585,2315,a,40',Luiz Alberto,Gol
4586,2315,a,47',Thiago Neves,Gol
4587,2315,h,62',Alessandro,Gol
4588,2315,a,69',Arouca,Gol
4589,2316,a,32',Éder Luís,Gol
4590,2316,h,35',Edmundo,Gol de pênalti
4591,2316,a,61',Marinho,Gol
4592,2316,a,78',Edu,Gol
4593,2317,a,12',Andrés Orozco,Gol
4594,2317,h,31',Élson,Gol
4595,2317,h,57',Élson,Gol de pênalti
4596,2318,h,47',Tiago Cavalcanti,Gol
4597,2318,a,52',Gustavo Caiche,Gol
4598,2318,h,69',William Fabro,Gol
4599,2319,h,11',Marcelo Ramos,Gol
4600,2319,a,82',Francisco Alex,Gol
4601,2319,h,92',Antônio Carlos,Gol
4602,2320,h,65',Juninho,Gol
4603,2320,a,77',Chicão,Cartão vermelho
4604,2320,a,87',Jean Carlos,Gol
4605,2321,a,6',Éverton,Cartão vermelho
4606,2321,h,56',Morais,Gol
4607,2321,h,65',Leandro Amaral,Gol
4608,2321,h,70',Leandro Amaral,Gol
4609,2322,h,15',Leandro Domingues,Gol
4610,2322,h,25',Roni,Gol de pênalti
4611,2322,h,72',Émerson Nunes,Segundo cartão amarelo
4612,2323,h,1',Jonas,Gol
4613,2323,a,30',Clodoaldo,Gol
4614,2323,a,90',Héverton,Cartão vermelho
4615,2324,h,77',Sidny,Gol
4616,2325,h,2',Geraldo,Gol
4617,2325,a,31',Anderson Aquino,Gol
4618,2325,h,58',Geraldo,Gol de pênalti
4619,2326,a,49',Pereira,Gol
4620,2327,a,1',Marcelo Moreno,Gol
4621,2327,a,40',Bida,Gol-contra
4622,2327,a,62',Marcelo Moreno,Segundo cartão amarelo
4623,2328,h,53',Michael Nascimento,Gol
4624,2328,h,68',Carlinhos,Cartão vermelho
4625,2328,a,68',Diego Souza,Cartão vermelho
4626,2328,h,83',Hugo Almeida,Gol
4627,2329,h,33',Jorge Henrique,Gol
4628,2329,h,89',Diguinho,Gol
4629,2330,h,2',Sidnei,Gol
4630,2331,a,4',Léo Medeiros,Gol
4631,2332,h,28',Marcinho,Gol
4632,2332,h,30',Ibson,Gol
4633,2332,h,74',Juan,Gol
4634,2332,a,90+1',Júnior Moraes,Gol de pênalti
4635,2334,h,3',Marcos Aurélio,Gol
4636,2334,a,36',Rodrigo Fabri,Gol
4637,2334,h,43',Patrício,Gol
4638,2334,a,50',César Prates,Gol
4639,2334,h,56',Bruno Rodrigo,Gol
4640,2334,h,58',Diogo,Gol de pênalti
4641,2334,h,60',Christian,Gol
4642,2334,a,69',Felipe Santana,Gol
4643,2334,h,70',Patrício,Cartão vermelho
4644,2334,a,88',Bruninho,Gol
4645,2334,a,90+3',Felipe Santana,Gol
4646,2335,h,30',Leandro Amaral,Gol
4647,2335,h,54',Edmundo,Gol
4648,2335,a,83',Diogo,Gol de pênalti
4649,2335,a,86',Bruno Recife,Cartão vermelho
4650,2335,h,90',Edmundo,Gol
4651,2336,h,11',Guilherme,Gol de pênalti
4652,2336,a,61',Túlio Souza,Segundo cartão amarelo
4653,2338,h,13',Danilo,Gol
4654,2338,a,79',Éder Luís,Gol
4655,2338,a,90+3',Aislan,Cartão vermelho
4656,2340,h,68',Paulo Baier,Gol
4657,2340,a,85',Vanderlei,Gol
4658,2341,a,71',Wellington,Gol
4659,2341,a,90+3',Warley,Gol
4660,2342,h,60',Kléber,Gol
4661,2342,h,66',Kléber Pereira,Gol
4662,2342,h,70',Kléber Pereira,Gol
4663,2342,h,79',Kléber Pereira,Gol de pênalti
4664,2343,h,9',Cleiton Xavier,Gol
4665,2343,a,12',Hugo Almeida,Gol
4666,2343,h,41',Cleiton Xavier,Gol
4667,2343,h,60',Léo Matos,Segundo cartão amarelo
4668,2344,a,18',Edinho,Segundo cartão amarelo
4669,2344,h,29',Denilson,Gol
4670,2344,a,45+2',Índio,Gol
4671,2344,h,60',Alex Mineiro,Gol de pênalti
4672,2344,a,80',Pablo Guiñazú,Segundo cartão amarelo
4673,2345,a,33',Nilmar,Gol
4674,2345,h,50',Marcinho,Gol
4675,2345,h,55',Souza,Gol
4676,2346,h,20',Jackson,Gol
4677,2346,h,25',Dinei,Gol
4678,2346,h,49',Dinei,Gol
4679,2346,h,83',Ricardinho,Gol
4680,2347,h,34',Léo,Gol
4681,2347,h,66',Edixon Perea,Gol
4682,2348,h,18',Guilherme,Gol
4683,2348,h,63',Guilherme,Gol
4684,2348,h,70',Wagner,Gol
4685,2348,h,78',Maicosuel,Gol
4686,2349,h,5',Paulo Baier,Gol
4687,2349,h,70',Júlio César,Segundo cartão amarelo
4688,2349,a,74',Neto Baiano,Gol
4689,2349,h,77',Paulo Henrique,Cartão vermelho
4690,2350,h,23',Júnior Maranhão,Gol
4691,2350,h,81',Leandro Machado,Gol
4692,2350,h,87',Gabriel Santos,Cartão vermelho
4693,2350,a,88',Dodô,Gol
4694,2351,a,14',Rubens Cardoso,Gol
4695,2351,h,26',Borges,Gol
4696,2352,a,55',Edu,Gol
4697,2352,h,61',Marcelo Ramos,Gol
4698,2352,a,74',Edu,Segundo cartão amarelo
4699,2353,a,21',David Braz,Gol
4700,2353,h,59',Diogo,Gol
4701,2354,a,1',Eduardo Luiz,Gol
4702,2354,a,73',Pablo,Segundo cartão amarelo
4703,2354,h,85',Lúcio Flávio,Gol de pênalti
4704,2355,a,30',Reinaldo,Gol
4705,2355,h,51',Jean,Gol
4706,2355,h,75',Jean,Gol
4707,2357,h,6',Alex,Gol
4708,2357,a,13',Leandro Machado,Gol
4709,2357,h,52',Sidnei,Segundo cartão amarelo
4710,2358,h,12',Felipe,Gol
4711,2358,a,36',André Luis,Segundo cartão amarelo
4712,2358,h,47',Felipe,Gol
4713,2358,h,63',Wellington,Gol
4714,2359,h,48',Michael Nascimento,Gol
4715,2359,a,55',Ramires,Gol
4716,2360,a,81',Richarlyson,Segundo cartão amarelo
4717,2360,h,83',Domingos,Segundo cartão amarelo
4718,2361,h,11',Renato Martins,Gol
4719,2361,h,65',Jackson,Cartão vermelho
4720,2361,h,75',Augusto Recife,Segundo cartão amarelo
4721,2361,a,79',Vanderson,Segundo cartão amarelo
4722,2361,a,88',Leonardo Silva,Segundo cartão amarelo
4723,2361,h,90+2',Adeílson,Gol
4724,2362,h,55',Alex Mineiro,Gol
4725,2362,a,57',Alex Fraga,Segundo cartão amarelo
4726,2362,h,89',Kléber,Segundo cartão amarelo
4727,2363,h,29',Coelho,Gol
4728,2363,h,56',Marques,Gol
4729,2364,a,69',Diego Tardelli,Cartão vermelho
4730,2364,a,87',Léo Moura,Gol de pênalti
4731,2365,h,8',Hernanes,Gol
4732,2365,h,11',Joílson,Gol
4733,2365,h,14',André Dias,Gol
4734,2365,h,38',Hugo,Gol
4735,2365,a,70',Coelho,Gol
4736,2365,h,84',Hugo,Gol
4737,2366,h,2',Marcinho,Gol
4738,2366,h,36',Souza,Gol
4739,2366,h,39',Marcinho,Gol
4740,2366,h,44',Marcinho,Gol
4741,2366,h,87',Souza,Gol
4742,2368,h,11',Antônio Carlos,Gol
4743,2368,h,35',Alan Bahia,Gol
4744,2368,h,64',Alan Bahia,Gol
4745,2368,h,76',Marcelo Ramos,Gol de pênalti
4746,2368,h,81',Pedro Oldoni,Gol
4747,2369,h,58',Luciano Henrique,Gol
4748,2369,h,86',Roger Silva,Gol
4749,2370,h,23',Edixon Perea,Gol
4750,2370,h,54',Edixon Perea,Gol
4751,2370,a,57',Thiago Neves,Cartão vermelho
4752,2370,a,78',Dodô,Gol de pênalti
4753,2371,a,8',Nilmar,Gol
4754,2371,h,46',Washington,Gol
4755,2371,h,55',Bruno Rodrigo,Gol
4756,2371,h,65',Diogo,Gol de pênalti
4757,2371,a,90',Alex,Segundo cartão amarelo
4758,2372,h,71',Charles,Gol
4759,2373,h,19',Carlos Alberto,Gol
4760,2373,a,66',Hugo Almeida,Gol de pênalti
4761,2373,h,85',Lúcio Flávio,Gol de pênalti
4762,2373,h,90+1',Carlos Alberto,Segundo cartão amarelo
4763,2374,h,24',Dinei,Gol
4764,2374,a,52',Wesley,Cartão vermelho
4765,2375,h,6',Washington,Gol
4766,2375,a,90+1',Tiago Luis,Gol
4767,2376,h,2',Leandro Almeida,Gol
4768,2376,a,16',Gerson Magrão,Gol de pênalti
4769,2376,h,34',Coelho,Gol
4770,2376,h,45',Welton Felipe,Segundo cartão amarelo
4771,2376,h,53',Beto,Gol
4772,2376,h,56',Dejan Petkovic,Gol de pênalti
4773,2376,a,76',Adeílson,Gol
4774,2377,a,17',Guilherme,Gol de pênalti
4775,2377,a,28',Thiago Martinelli,Cartão vermelho
4776,2377,h,30',Alex Mineiro,Gol de pênalti
4777,2377,h,57',Jorge Valdivia,Gol
4778,2377,h,67',Diego Souza,Gol
4779,2377,a,77',Charles,Gol
4780,2377,h,80',Henrique,Gol
4781,2377,h,87',Alex Mineiro,Gol
4782,2378,a,22',Borges,Gol
4783,2378,h,55',Ibson,Gol de pênalti
4784,2378,a,61',Borges,Gol
4785,2378,a,64',Aloisio Chulapa,Gol
4786,2378,h,70',Ibson,Gol
4787,2378,a,90+2',Éder Luís,Gol
4788,2379,h,42',Tadeu,Gol
4789,2379,h,54',Ramón,Gol
4790,2379,a,58',Luciano Henrique,Gol de pênalti
4791,2379,a,66',Éverton,Segundo cartão amarelo
4792,2379,h,87',Cleiton Xavier,Gol
4793,2380,h,6',Edinho,Gol
4794,2380,h,17',Adriano,Gol
4795,2380,h,45',Sidnei,Segundo cartão amarelo
4796,2380,a,90+2',Alessandro,Gol
4797,2381,a,27',Marcel,Gol
4798,2381,a,64',Marcel,Gol
4799,2381,a,78',Léo,Segundo cartão amarelo
4800,2381,a,85',Willian Thiego,Gol
4801,2382,h,1',Washington,Gol
4802,2382,a,67',Alan Bahia,Segundo cartão amarelo
4803,2384,a,68',Edmundo,Gol
4804,2384,h,73',Wellington,Gol
4805,2385,a,13',Edno,Gol
4806,2386,h,19',Hugo Almeida,Gol
4807,2386,a,79',Alan,Gol
4808,2386,h,85',Marlos,Gol de pênalti
4809,2387,h,34',Guilherme,Gol de pênalti
4810,2387,h,56',Weldon,Gol
4811,2387,h,67',Weldon,Gol
4812,2388,h,90',Hugo,Gol
4813,2389,h,17',Marquinhos,Gol
4814,2389,h,31',Willians Santana,Gol
4815,2389,a,67',Nilmar,Gol
4816,2390,a,36',Alex Mineiro,Gol
4817,2390,a,74',Kléber,Gol
4818,2391,a,57',Juan,Gol
4819,2391,a,67',Ibson,Gol
4820,2391,h,80',Tiago,Gol
4821,2391,a,90+1',Kléberson,Gol
4822,2392,a,6',Alex Terra,Gol
4823,2392,a,29',Iarley,Gol
4824,2392,a,73',Iarley,Gol de pênalti
4825,2392,a,90',Romerito,Gol de pênalti
4826,2393,h,41',Warley,Gol
4827,2393,a,60',Vinícius,Gol
4828,2393,h,76',Wellington,Gol
4829,2394,h,12',Roger,Gol de pênalti
4830,2394,a,27',Fahel,Segundo cartão amarelo
4831,2394,h,57',Roger,Gol de pênalti
4832,2394,h,72',Roger,Gol de pênalti
4833,2395,h,44',Ramon Menezes,Gol
4834,2395,a,59',Pituca,Segundo cartão amarelo
4835,2395,h,86',Ricardinho,Gol
4836,2395,h,90+1',Dinei,Gol
4837,2397,h,3',Alex Teixeira,Gol
4838,2397,h,11',Alex Teixeira,Gol
4839,2397,a,28',Gian,Gol
4840,2397,h,41',Leandro Amaral,Gol de pênalti
4841,2397,a,51',Adeílson,Gol
4842,2397,h,81',Jean,Gol
4843,2398,a,53',Obina,Gol
4844,2398,h,74',Francisco Alex,Gol
4845,2398,a,90+3',Obina,Gol
4846,2399,h,39',Marquinho,Gol
4847,2399,a,50',Dejan Petkovic,Gol
4848,2400,h,33',Guilherme,Gol
4849,2400,a,46',Borges,Gol
4850,2401,h,75',Edwin Valencia,Segundo cartão amarelo
4851,2401,a,80',Maurício Ramos,Segundo cartão amarelo
4852,2401,h,81',Alan Bahia,Gol de pênalti
4853,2401,a,86',Marcos Tamandaré,Gol
4854,2402,a,15',Índio,Gol
4855,2402,a,76',Renan,Cartão vermelho
4856,2402,h,82',Roger,Gol de pênalti
4857,2403,a,90+1',Alexis Ferrero,Cartão vermelho
4858,2404,h,45',Alex Mineiro,Gol de pênalti
4859,2404,a,80',Alceu,Cartão vermelho
4860,2404,h,81',Kléber,Segundo cartão amarelo
4861,2404,h,87',Denilson,Gol
4862,2405,h,78',Alan Bahia,Gol
4863,2406,h,73',Fumagalli,Gol
4864,2407,h,11',Léo Moura,Gol
4865,2407,h,18',Marcinho,Gol
4866,2407,h,59',Kléberson,Gol
4867,2408,a,1',Dinei,Gol
4868,2408,a,16',Ramon Menezes,Gol
4869,2408,a,62',Marco Aurélio,Segundo cartão amarelo
4870,2408,h,75',Vaguinho,Gol
4871,2409,a,44',Rodrigo Antônio,Gol
4872,2409,h,76',Cleiton Xavier,Gol
4873,2409,h,85',Cleiton Xavier,Gol
4874,2410,h,11',Edu,Gol
4875,2410,h,79',César Prates,Segundo cartão amarelo
4876,2410,a,81',Diego Souza,Gol
4877,2411,h,29',Alex,Gol
4878,2411,h,69',Alex,Gol de pênalti
4879,2411,h,74',Alex,Gol
4880,2412,h,15',Túlio,Gol
4881,2412,h,53',Zé Carlos,Gol
4882,2413,h,27',Iarley,Gol
4883,2414,h,39',Borges,Gol
4884,2414,a,88',Luciano Mandí,Gol
4885,2415,h,48',Adriano,Gol
4886,2416,h,53',Keirrison,Gol
4887,2416,h,61',Rubens Cardoso,Gol
4888,2416,a,68',Diogo,Segundo cartão amarelo
4889,2416,h,73',Hugo Almeida,Gol
4890,2416,h,89',Hugo Almeida,Gol
4891,2417,h,13',Dodô,Gol
4892,2417,a,59',Nei,Segundo cartão amarelo
4893,2417,h,84',Darío Conca,Gol
4894,2417,h,90+1',Somália,Gol
4895,2418,h,11',Ramon Menezes,Gol de pênalti
4896,2418,h,13',Ramon Menezes,Gol
4897,2418,a,25',Lúcio Flávio,Gol de pênalti
4898,2418,h,34',Marcelo Cordeiro,Gol
4899,2418,h,45',Ramon Menezes,Gol de pênalti
4900,2418,h,48',Marcelo Cordeiro,Gol
4901,2418,a,67',Wellington Paulista,Gol
4902,2419,a,25',Rodrigo Mendes,Gol
4903,2419,h,45',Michael,Gol
4904,2420,a,19',Borges,Gol
4905,2420,h,22',Radamés,Gol
4906,2420,h,57',Everaldo,Gol
4907,2421,a,16',Marcinho,Gol
4908,2421,h,76',Marcos,Gol
4909,2422,h,35',Morais,Gol
4910,2422,h,54',Pablo,Gol
4911,2422,h,67',Jean,Gol
4912,2422,h,70',Edmundo,Gol
4913,2423,h,40',Gian,Gol
4914,2423,h,54',Adeílson,Gol
4915,2423,a,69',Charles,Gol
4916,2423,h,74',Márcio Gabriel,Segundo cartão amarelo
4917,2423,a,85',Thiago Heleno,Segundo cartão amarelo
4918,2423,a,88',Jadílson,Gol
4919,2424,a,61',Cleiton Xavier,Gol
4920,2424,h,70',Alex Mineiro,Gol
4921,2425,a,57',Marquinhos,Gol
4922,2425,h,71',Rafael,Gol
4923,2425,h,81',Dodô,Gol
4924,2426,a,46',Keirrison,Gol
4925,2426,h,53',Romerito,Gol
4926,2426,h,78',Paulo Henrique,Gol
4927,2426,a,87',Tiago Bernardini,Gol
4928,2427,h,7',André Dias,Gol
4929,2427,h,83',Éder Luís,Gol
4930,2427,a,90+2',Jeci,Gol
4931,2428,a,20',Cleiton Xavier,Gol
4932,2429,a,4',Zé Carlos,Gol
4933,2429,a,17',Wellington Paulista,Gol
4934,2429,h,79',Kléber Pereira,Gol
4935,2429,h,86',Kléber Pereira,Gol
4936,2430,a,33',Danilinho,Gol
4937,2430,h,36',Thiago Martinelli,Gol
4938,2430,h,90+1',Ramires,Gol
4939,2431,h,58',Alan Bahia,Gol de pênalti
4940,2431,a,81',Índio,Gol
4941,2432,h,8',Ibson,Gol de pênalti
4942,2432,h,36',Fabio Luciano,Gol
4943,2432,h,63',Cristian,Gol
4944,2432,a,84',Alex Teixeira,Gol
4945,2433,a,0',Halisson,Cartão vermelho
4946,2433,a,30',Rogério,Gol
4947,2433,h,36',Marcel,Gol
4948,2433,h,76',Marcel,Gol
4949,2434,a,11',Carlinhos Bala,Gol
4950,2434,a,48',Durval,Gol
4951,2435,h,6',Zé Carlos,Gol
4952,2435,h,18',Wellington Paulista,Gol
4953,2435,h,44',Jorge Henrique,Gol
4954,2435,h,52',Jorge Henrique,Gol
4955,2436,a,7',Willian Magrão,Gol
4956,2436,a,18',Rodrigo Mendes,Gol
4957,2436,h,60',Durval,Gol
4958,2436,h,81',Durval,Gol
4959,2437,a,14',Felipe,Gol
4960,2437,a,32',Gilmar,Gol
4961,2437,h,48',Edno,Gol
4962,2437,h,83',Patrício,Gol
4963,2437,h,90',Jonas,Gol
4964,2438,h,27',Edu Sales,Gol
4965,2438,h,45',Edu Sales,Gol
4966,2438,h,57',Tadeu,Gol
4967,2438,h,86',Magal,Cartão vermelho
4968,2439,a,13',Hugo,Gol
4969,2439,a,73',Dagoberto,Gol
4970,2439,a,80',Éder Luís,Gol
4971,2439,h,90',Dinei,Gol
4972,2440,h,85',Elicarlos,Gol
4973,2441,h,32',Kléber,Gol
4974,2441,a,34',Washington,Gol
4975,2441,h,48',Kléber,Gol
4976,2441,h,77',Maicosuel,Gol
4977,2442,h,6',Nilmar,Gol
4978,2443,h,17',Rodrigo Mancha,Gol
4979,2444,a,42',Romerito,Gol
4980,2444,h,90+1',Luizão,Gol
4981,2445,h,85',Thiago Neves,Gol
4982,2446,h,17',Paulo Sérgio,Gol
4983,2447,h,12',Rodriguinho,Gol
4984,2447,h,36',Rodriguinho,Gol
4985,2447,a,64',Halisson,Gol
4986,2447,h,74',Dias,Gol-contra
4987,2447,h,76',Marinho,Gol
4988,2448,h,43',Kléber Pereira,Gol de pênalti
4989,2449,h,18',Joãozinho,Gol
4990,2449,h,50',Márcio Azevedo,Gol
4991,2449,a,71',Alan Kardec,Gol
4992,2449,h,90+3',Anderson Aquino,Gol
4993,2450,h,60',Radamés,Gol de pênalti
4994,2450,a,86',Nilmar,Gol
4995,2451,h,11',Alex Terra,Gol
4996,2451,h,21',Paulo Henrique,Gol
4997,2451,a,42',Alex Mineiro,Gol
4998,2451,a,45+1',Jeci,Gol
4999,2451,h,60',Alex Terra,Gol
5000,2451,a,62',Kléber,Cartão vermelho
5001,2451,a,90+3',Denilson,Cartão vermelho
5002,2452,a,54',Dinei,Gol
5003,2453,a,9',Keirrison,Gol de pênalti
5004,2453,a,18',César Prates,Gol-contra
5005,2453,h,30',Gedeon,Gol
5006,2453,h,45',Dejan Petkovic,Gol de pênalti
5007,2453,a,49',Rubens Cardoso,Segundo cartão amarelo
5008,2453,h,72',Edu,Gol
5009,2453,a,85',Marlos,Cartão vermelho
5010,2454,h,34',Rogério Ceni,Gol de pênalti
5011,2454,a,77',Carlos Alberto,Gol
5012,2454,h,88',Dagoberto,Gol
5013,2455,h,74',Carlinhos,Gol
5014,2456,a,40',Iarley,Gol
5015,2456,a,41',Júlio César,Segundo cartão amarelo
5016,2457,h,1',Lúcio Flávio,Gol de pênalti
5017,2457,a,59',César Prates,Segundo cartão amarelo
5018,2457,h,69',Triguinho,Gol
5019,2457,a,81',Yuri,Cartão vermelho
5020,2457,h,86',Carlos Alberto,Gol
5021,2457,h,89',Gil,Gol
5022,2458,h,24',Marquinhos,Gol
5023,2458,h,61',Marquinhos,Gol
5024,2458,a,84',Negretti,Cartão vermelho
5025,2459,h,18',Edmundo,Gol
5026,2459,h,53',Leandro Amaral,Gol
5027,2459,a,54',Washington,Gol
5028,2459,h,58',Edmundo,Gol
5029,2459,a,74',Washington,Gol de pênalti
5030,2459,a,81',Tartá,Gol
5031,2459,h,81',Morais,Segundo cartão amarelo
5032,2460,h,35',Nilmar,Gol
5033,2460,h,62',Nilmar,Gol
5034,2461,a,34',Ronaldo Angelim,Gol
5035,2461,h,39',Diogo,Gol de pênalti
5036,2461,a,42',Ibson,Gol
5037,2461,h,47',Diogo,Gol de pênalti
5038,2461,a,63',Diego Tardelli,Segundo cartão amarelo
5039,2462,h,52',Luciano Henrique,Gol
5040,2463,a,17',Edixon Perea,Gol
5041,2463,a,27',Edixon Perea,Gol
5042,2463,h,36',Cleiton Xavier,Gol de pênalti
5043,2463,a,53',Marcel,Gol
5044,2463,a,67',Edixon Perea,Gol
5045,2463,a,69',Reinaldo,Gol
5046,2463,a,81',Reinaldo,Gol
5047,2463,a,83',Reinaldo,Gol
5048,2464,h,12',Leandro,Gol
5049,2464,h,14',Alex Mineiro,Gol
5050,2464,h,29',Leandro,Gol
5051,2464,a,33',Kléber Pereira,Gol
5052,2464,a,37',Apodi,Gol
5053,2464,h,44',Gladstone,Gol
5054,2465,h,10',Washington,Gol de pênalti
5055,2465,a,36',Guilherme,Gol
5056,2465,a,39',Fabrício,Gol
5057,2465,a,86',Wagner,Gol
5058,2465,h,89',Luiz Alberto,Cartão vermelho
5059,2466,a,41',Guarú,Gol
5060,2466,h,51',Piauí,Gol
5061,2466,a,87',Keirrison,Gol
5062,2467,h,77',Beto,Gol
5063,2468,a,33',Júnior Maranhão,Gol
5064,2468,h,36',Vítor,Gol
5065,2468,a,74',Durval,Gol
5066,2469,h,17',Mauricio Molina,Gol
5067,2469,h,31',Kléber Pereira,Gol de pênalti
5068,2469,a,36',Leandro Amaral,Gol
5069,2469,h,40',Kléber Pereira,Gol de pênalti
5070,2469,a,45',Tiago,Segundo cartão amarelo
5071,2469,h,45+3',Kléber Pereira,Gol de pênalti
5072,2469,a,84',Madson,Gol
5073,2469,h,89',Mauricio Molina,Gol
